12019,358,Sacrilege,,1855,108,12290000,118000,615,1,4,16185200,1,449
12018,106,Devoter Blueprint,,303,0,0,0.01,0,1,,0,1,
28562,346,Khanid Navy Co-Processor Blueprint,,,0,0,0.01,0,1,,0,1,
12015,358,Muninn,,1925,88,11750000,96000,415,1,2,16185368,1,452
12014,106,Broadsword Blueprint,,303,0,0,0.01,0,1,,0,1,
12017,894,Devoter,,3363,110,15200000,118000,280,1,4,21518400,1,1071
12016,106,Muninn Blueprint,,303,0,0,0.01,0,1,,0,1,457
12011,358,Eagle,,1894,166,11720000,101000,450,1,1,16185124,1,450
12013,894,Broadsword,,1776,88,14820000,96000,452,1,2,21518568,1,1074
12012,106,Eagle Blueprint,,303,0,0,0.01,0,1,,0,1,455
17258,370,True Sansha Gold Tag,,,0,1,0.1,0,1,,0,1,749
17259,370,True Sansha Palladium Tag,,,0,1,0.1,0,1,,0,1,749
26397,787,Large Hybrid Collision Accelerator II Blueprint,,,0,0,0.01,0,1,,1250000,1,
26396,776,Large Hybrid Collision Accelerator II,,,100,200,20,0,1,,0,1,1230
26391,787,Large Energy Metastasis Adjuster II Blueprint,,,0,0,0.01,0,1,,1250000,1,
26390,775,Large Energy Metastasis Adjuster II,,,100,200,20,0,1,,0,1,1227
23900,205,'Mangonel' Heat Sink I,,,1,1,5,0,1,,24960,1,
26392,776,Large Hybrid Discharge Elutriation II,,,100,200,20,0,1,,0,1,1230
17250,370,Dread Guristas Platinum Tag,,,0,1,0.1,0,1,,0,1,744
17251,370,Dread Guristas Silver Tag,,,0,1,0.1,0,1,,0,1,744
17252,370,True Sansha Brass Tag,,,0,1,0.1,0,1,,0,1,749
17253,370,True Sansha Bronze Tag,,,0,1,0.1,0,1,,0,1,749
17254,370,True Sansha Copper Tag,,,0,1,0.1,0,1,,0,1,749
17255,370,True Sansha Crystal Tag,,,0,1,0.1,0,1,,0,1,749
17256,370,True Sansha Diamond Tag,,,0,1,0.1,0,1,,0,1,749
17257,370,True Sansha Electrum Tag,,,0,1,0.1,0,1,,0,1,749
26120,526,Abufyr Joek's Head,,,0,1,0.1,0,1,,0,1,
9520,201,'Penumbra' White Noise ECM,,,0,0,5,0,1,2,4960,1,718
9253,55,Dual 425mm Prototype Automatic Cannon,,11155,200,200,20,5,1,1,98972,1,576
9522,201,Faint Phase Inversion ECM I,,,0,0,5,0,1,4,4960,1,716
9251,55,Dual 425mm Gallium Machine Gun,,11155,200,200,20,5,1,8,98972,1,576
21619,526,Wiretap Plant,,,0,1,0.1,0,1,,0,1,
21615,526,Pakkori's Hat,,,0,1,0.1,0,1,,0,1,
21614,526,Plan to Crack Impregnable Safe,,,0,1,0.1,0,1,,0,1,
21616,526,Nugoeihuvi Dogtag,,,0,1,0.1,0,1,,3328,1,
21611,275,Jump Drive Calibration,,,0,0,0.01,0,1,,30000000,1,374
21610,275,Jump Fuel Conservation,,,0,0,0.01,0,1,,20000000,1,374
21613,526,Safe-Deposit Box Owner List,,,0,1,0.1,0,1,,0,1,
21612,526,Dynamite Crate,,,0,1000,80,0,1,,0,1,
26023,787,Large Rocket Fuel Cache Partition I Blueprint,,,0,0,0.01,0,1,,1250000,1,1263
26022,779,Large Rocket Fuel Cache Partition I,,,100,200,20,0,1,,0,1,1233
26021,787,Large Warhead Rigor Catalyst I Blueprint,,,0,0,0.01,0,1,,1250000,1,1263
26020,779,Large Warhead Rigor Catalyst I,,,100,200,20,0,1,,0,1,1233
26027,787,Large Bay Loading Accelerator I Blueprint,,,0,0,0.01,0,1,,1250000,1,1263
26026,779,Large Bay Loading Accelerator I,,,100,200,20,0,1,,0,1,1233
32226,1003,Territorial Claim Unit,,3822,1602,1000000,5000,0,1,,100000000,1,1273
26029,787,Large Warhead Flare Catalyst I Blueprint,,,0,0,0.01,0,1,,1250000,1,1263
26028,779,Large Warhead Flare Catalyst I,,,100,200,20,0,1,,0,1,1233
32043,778,Medium Drone Mining Augmentor I,,,100,200,10,0,1,,0,1,1214
22875,315,'Aura' Warp Core Stabilizer I,,,0,0,5,0,1,,9994,1,
22876,342,'Aura' Warp Core Stabilizer I Blueprint,,,0,0,0.01,0,1,,0,1,
22877,315,'Natura' Warp Core Stabilizer I,,,0,0,5,0,1,,9994,1,
22878,342,'Natura' Warp Core Stabilizer I Blueprint,,,0,0,0.01,0,1,,0,1,
22879,326,'Pilfer' Energized Adaptive Nano Membrane I,,,10,1,5,0,1,,100000,1,
3519,106,Vangel Blueprint,,303,0,0,0.01,0,1,,0,1,
3518,358,Vangel,,10951,108,11890000,118000,250,1,4,16185200,1,1370
3513,133,Focused Medium Pulse Laser II Blueprint,,356,0,0,0.01,0,1,,9999999,1,293
3512,53,Focused Medium Pulse Laser II,,11211,0,1,10,1,1,,312320,1,572
3517,105,Malice Blueprint,,300,0,0,0.01,0,1,,2875000,1,
3516,324,Malice,,10950,35,1271000,28600,210,1,4,2793904,1,1366
3515,1013,Revenant Blueprint,,309,0,0,0.01,0,1,,18500000000,1,
3514,659,Revenant,,10038,2840,1546875000,62000000,1405,1,32,12349014100,1,1392
2688,314,Large Crates of Mono-Cell Batteries,,,0,800000,800,0,1,,0,1,
2689,314,Large Crates of Oxygen,,,0,700000,700,0,1,,0,1,
2684,314,Large Crates of Harroule Dryweed,,1171,0,400000,400,0,1,,0,1,
2685,314,Large Crates of Holoreels,,,0,100000,500,0,1,,250,1,
2686,314,Large Crates of Liparer Cheese,,1171,0,1000000,1000,0,1,,0,1,
2687,314,Large Crates of Mechanical Parts,,,0,1000000,1000,0,1,,0,1,
2680,166,Terror Rage Assault Missile Blueprint,,192,0,1,0.01,0,1,,9999999,1,
2681,283,Group of VIPs,,,0,50000,50,0,1,,0,1,
2682,314,Large Crates of Galeptos Medicine,,,0,1000000,1000,0,1,,0,1,
2683,314,Large Crates of Guidance Systems,,,0,1000000,1000,0,1,,0,1,
14626,295,Tobias' Modified Kinetic Deflection Amplifier,,,0,0,5,0,1,,18742,1,
14622,295,Hakim's Modified Kinetic Deflection Amplifier,,,0,0,5,0,1,,18742,1,
645,27,Dominix,,318,250,97100000,454500,600,1,8,62500000,1,81
30410,973,Loki Offensive - Covert Reconfiguration Blueprint,,,0,0,0.01,0,1,,0,1,
21733,528,Angel Dynamic Calibrator,,,0,1,0.1,0,1,,0,1,808
18702,98,Centii C-Type Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
18700,98,Corpii C-Type Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
18706,98,Centii B-Type Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
18704,98,Corpii B-Type Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
18708,98,Corpii A-Type Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
17829,474,Headmaster Administration Keycard,,,0,1,0.1,0,1,,0,1,
17828,474,Security Corridor Pass,,,0,1,0.1,0,1,,0,1,
17827,474,Serpentis Staff Passcard,,,0,1,0.1,0,1,,0,1,
17826,474,Traffic Management Passkey,,,0,1,0.1,0,1,,0,1,
27579,439,Dread Guristas Phase Inversion Battery,,2609,629,4000,4000,0,1,,2500000,1,
20252,203,Shielded Magnetometric Backup Cluster I,,,0,0,5,0,1,,12494,1,723
27573,441,Domination Stasis Webification Battery,,2612,629,4000,4000,0,1,,5000000,1,
20250,203,Secure Magnetometric Backup Cluster I,,,0,0,5,0,1,,12494,1,723
21731,528,Angel Simple Trigger Mechanism,,,0,1,0.1,0,1,,0,1,808
27576,439,Dread Guristas Ion Field Projection Battery,,2608,629,4000,4000,0,1,,2500000,1,
27577,439,Guristas Phase Inversion Battery,,2609,629,4000,4000,0,1,,2500000,1,
20254,203,Warded Magnetometric Backup Cluster I,,,0,0,5,0,1,,12494,1,723
1177,168,Multifrequency L Blueprint,,1131,0,0,0.01,0,1,,4000000,1,305
1176,168,Gamma L Blueprint,,1139,0,0,0.01,0,1,,3500000,1,305
1175,168,Xray L Blueprint,,1140,0,0,0.01,0,1,,2500000,1,305
1174,168,Ultraviolet L Blueprint,,1141,0,0,0.01,0,1,,1500000,1,305
1173,168,Standard L Blueprint,,1142,0,0,0.01,0,1,,1250000,1,305
1172,168,Infrared L Blueprint,,1144,0,0,0.01,0,1,,1000000,1,305
1171,168,Microwave L Blueprint,,1143,0,0,0.01,0,1,,2000000,1,305
1170,168,Radio L Blueprint,,1145,0,0,0.01,0,1,,3000000,1,305
23055,549,Templar,,2899,35,12000,5000,0,1,4,20047340,1,840
23506,639,Ogre SD-900,,2960,15,3000,25,0,1,8,70000,1,841
23057,549,Dragonfly,,2975,35,12000,5000,0,1,1,20336332,1,840
23056,176,Templar Blueprint,,1114,0,0,0.01,0,1,,200473400,1,1028
23051,85,Caldari Navy Tungsten Charge L,,1331,10,0.1,0.025,0,100,,10000,1,991
1179,169,Cap Booster 50 Blueprint,,,0,0,0.01,0,1,,250000,1,339
1178,169,Cap Booster 25 Blueprint,,,0,0,0.01,0,1,,100000,1,339
27619,449,Serpentis Small Blaster Battery,,1215,400,1000000,500,720,1,8,400000,1,
27618,449,Shadow Medium Railgun Battery,,1213,400,1000000,1000,160,1,1,2500000,1,
27616,449,Serpentis Medium Railgun Battery,,1213,400,1000000,1000,160,1,1,2500000,1,
27615,449,Shadow Medium Blaster Battery,,1215,400,1000000,1000,960,1,8,2000000,1,
27613,449,Serpentis Medium Blaster Battery,,1215,400,1000000,1000,960,1,8,2000000,1,
27612,365,Domination Control Tower Small,,3289,3346,1000000,2000,35000,1,2,100000000,1,
27610,365,Angel Control Tower Small,,3290,3346,1000000,2000,35000,1,2,100000000,1,
31491,787,Small Energy Metastasis Adjuster I Blueprint,,,0,0,0.01,0,1,,125000,1,1255
29109,913,Capital Tungsten Carbide Armor Plate,,,0,1,10,0,1,4,50000,1,1099
22953,766,'Cartel' Power Diagnostic System I,,,500,20,5,0,1,,9920,1,
31234,780,Medium Liquid Cooled Electronics II,,,100,200,10,0,1,,0,1,1217
22952,350,'Pacifier' Large Remote Armor Repair System I Blueprint,,,0,0,0.01,0,1,,0,1,
29101,913,Capital Sustained Shield Emitter,,,0,1,10,0,1,1,91000,1,1100
29100,914,Capital Superconductor Rails Blueprint,,,0,0,0.01,0,1,,15000000,1,1097
29103,913,Capital Tesseract Capacitor Unit,,,0,1,10,0,1,4,257000,1,1099
29102,914,Capital Sustained Shield Emitter Blueprint,,,0,0,0.01,0,1,,15000000,1,1097
29105,913,Capital Thermonuclear Trigger Unit,,,0,1,10,0,1,2,209600,1,1102
22951,325,'Pacifier' Large Remote Armor Repair System I,,,0,20,50,0,1,,31244,1,
29107,913,Capital Titanium Diborite Armor Plate,,,0,1,10,0,1,1,50000,1,1100
29106,914,Capital Thermonuclear Trigger Unit Blueprint,,,0,0,0.01,0,1,,15000000,1,1097
623,26,Moa,,49,166,11720000,101000,250,1,1,8000000,1,75
22950,350,'Love' Medium Remote Armor Repair System I Blueprint,,,0,0,0.01,0,1,,0,1,
622,26,Stabber,,47,110,11400000,80000,420,1,2,4450000,1,73
1225,452,Crokite,,1272,1,1.00E+35,16,0,250,,1527958,1,521
1224,459,Pyroxeres,,231,1,1.00E+35,0.3,0,333,,11632,1,515
12836,1040,Transcranial Microcontrollers,,,0,0,6,0,1,,5800,1,1336
627,26,Thorax,,63,149,11280000,112000,265,1,8,7400000,1,76
15286,213,Tuvan's Modified Tracking Computer,,,0,0,5,1,1,,9900,1,
31511,787,Medium Algid Hybrid Administrations Unit II Blueprint,,,0,0,0.01,0,1,,750000,1,
15280,212,Setele's Modified Sensor Booster,,,0,0,5,1,1,,9870,1,
15282,212,Cormack's Modified Sensor Booster,,,0,0,5,1,1,,9870,1,
2741,858,Stasis Webification Battery Blueprint,,,0,0,0.01,0,1,,50000000,1,1344
32228,283,Vira Mikano,,,0,85,3,0,1,,0,1,
625,26,Augoror,,58,80,10730000,115000,465,1,4,2907500,1,74
7451,74,425mm Carbide Railgun I,,11134,1000,750,20,1,1,4,744812,1,566
1220,166,Thorn Rocket Blueprint,,1350,0,1,0.01,0,1,,45000,1,318
2743,1048,Catalyst Silo Blueprint,,,0,0,0.01,0,1,,50000000,1,1355
2034,1021,Entrapment Array 2,,,0,1000,10000,0,1,,200000000,1,1284
28385,450,Compressed Crimson Arkonor,,,1,1.00E+35,800,0,1,,16120910,1,512
2745,1048,General Storage Blueprint,,,0,0,0.01,0,1,,50000000,1,1355
28386,888,Compressed Crimson Arkonor Blueprint,,318,0,0,0.01,0,1,,1000000,1,1042
2744,1048,Coupling Array Blueprint,,,0,0,0.01,0,1,,50000000,1,1355
32229,314,Singed Datapad,,,0,1,0.1,0,1,,0,1,
28387,450,Compressed Prime Arkonor,,,1,1.00E+35,800,0,1,,16868580,1,512
2747,1048,Hybrid Polymer Silo Blueprint,,,0,0,0.01,0,1,,50000000,1,1355
2746,1048,Hazardous Chemical Silo Blueprint,,,0,0,0.01,0,1,,50000000,1,1355
10884,40,X-Large Clarity Ward Booster I,,,500,0,50,0,1,4,291456,1,612
10886,40,X-Large Converse Deflection Catalyzer,,,500,0,50,0,1,8,291456,1,612
10880,40,Large C5-L Emergency Shield Overload I,,,500,0,25,0,1,1,72864,1,611
23123,270,Takmahl Technology,,,0,0,0.01,0,1,,0,1,375
10882,40,X-Large Neutron Saturation Injector I,,,500,0,50,0,1,2,291456,1,612
28383,771,True Sansha Heavy Assault Missile Launcher,,,0,0,10,1.005,1,,34096,1,
10888,40,X-Large C5-L Emergency Shield Overload I,,,500,0,50,0,1,1,291456,1,612
30385,979,Gallente Hybrid Tech Decryptor,,,0,1,1,0,1,8,0,1,1150
30384,979,Minmatar Hybrid Tech Decryptor,,,0,1,1,0,1,2,0,1,1150
30386,716,R.A.M.- Hybrid Technology,,,0,0,1,0,1,,0,1,398
24708,526,Caldari Graduation Certificate (signed),,,0,1,0.1,0,1,,0,1,
24707,526,Caldari Graduation Certificate,,,0,1,0.1,0,1,,0,1,
24700,419,Myrmidon,,3168,266,13250000,270000,400,1,8,40000000,1,472
24701,489,Myrmidon Blueprint,,1748,0,0,0.01,0,1,,400000000,1,591
24702,419,Hurricane,,3135,246,12500000,216000,475,1,2,36500000,1,473
24703,489,Hurricane Blueprint,,1748,0,0,0.01,0,1,,365000000,1,592
30383,979,Caldari Hybrid Tech Decryptor,,,0,1,1,0,1,1,0,1,1150
21471,126,1MN Analog Booster Rockets Blueprint,,,0,0,0.01,0,1,,0,1,
6531,48,Practical Type-E Ship Probe,,,0,0,5,0,1,8,976,1,713
393,39,Shield Recharger I,,,1000,0,5,1,1,,8736,1,126
394,39,Shield Recharger II,,,1000,0,5,1,1,,43258,1,126
399,40,Small Shield Booster I,,,500,0,5,0,1,,9116,1,609
2309,1033,Ionic Solutions,,,0,0,0.01,0,1,,0,1,1333
2308,1033,Suspended Plasma,,,0,0,0.01,0,1,,0,1,1333
31908,329,Imperial Navy 400mm Reinforced Steel Plates,,,0,0,25,0,1,,160000,1,
2301,77,Photon Scattering Field II,,,0,10000,5,0,1,,261376,1,553
2300,157,Ballistic Deflection Field II Blueprint,,,0,0,0.01,0,1,,9999999,1,328
2303,77,Heat Dissipation Field II,,,0,10000,5,0,1,,273696,1,553
2302,157,Photon Scattering Field II Blueprint,,,0,0,0.01,0,1,,9999999,1,328
2305,1035,Autotrophs,,,0,0,0.01,0,1,,0,1,1333
2304,157,Heat Dissipation Field II Blueprint,,,0,0,0.01,0,1,,9999999,1,328
2307,1032,Felsic Magma,,,0,0,0.01,0,1,,0,1,1333
2306,1032,Non-CS Crystals,,,0,0,0.01,0,1,,0,1,1333
11289,87,Cap Booster 800,,,0,80,32,100,10,,50000,1,139
5846,205,Thermal Exhaust System I,,,1,1,5,0,1,2,7360,1,647
5845,205,Heat Exhaust System,,,1,1,5,0,1,2,4672,1,647
16067,508,Caldari Navy Siege Missile Launcher,,170,0,0,20,2.3,1,1,20580,1,
5843,60,F85 Peripheral Damage System I,,,0,5000,5,0,1,1,2244,1,615
16061,511,Caldari Navy Assault Missile Launcher,,1345,0,0,10,1.35,1,1,4224,1,
5841,60,Emergency Damage Control I,,,0,5000,5,0,1,8,2244,1,615
16063,136,Caldari Navy Cruise Missile Launcher Blueprint,,170,0,0,0.01,0,1,,0,1,
11280,349,1600mm Reinforced Steel Plates I Blueprint,,,0,0,0.01,0,1,,7000000,1,333
11283,87,Cap Booster 150,,,0,1,6,100,10,,17500,1,139
26339,787,Large Sentry Damage Augmentor II Blueprint,,,0,0,0.01,0,1,,1250000,1,
11285,87,Cap Booster 200,,,0,1,8,100,10,,25000,1,139
11284,169,Cap Booster 150 Blueprint,,,0,0,0.01,0,1,,1750000,1,339
5849,205,Extruded Heat Sink I,,,1,1,5,0,1,4,7360,1,647
11286,169,Cap Booster 200 Blueprint,,,0,0,0.01,0,1,,2500000,1,339
17621,471,Corporate Hangar Array,,2601,911,100000,4000,1400000,1,,10000000,1,506
17620,105,Caldari Navy Hookbill Blueprint,,314,0,0,0.01,0,1,,0,1,
17623,370,Jenmei's Tag,,,0,1,0.1,0,1,,0,1,750
17624,314,Elena Gazky's DNA,,,0,1,0.1,0,1,,0,1,752
32060,787,Medium Drone Speed Augmentor I Blueprint,,,0,0,0.01,0,1,,750000,1,1244
4621,62,Large 'Reprieve' Vestment Reconstructer I,,,0,500,50,0,1,4,94620,1,
26338,778,Large Sentry Damage Augmentor II,,,100,200,20,0,1,,0,1,1215
11754,131,ECCM - Ladar II Blueprint,,,0,0,0.01,0,1,,0,1,
11750,131,ECCM - Gravimetric II Blueprint,,,0,0,0.01,0,1,,0,1,
32061,778,Small Drone Speed Augmentor II,,,100,200,5,0,1,,0,1,1213
11758,131,ECCM - Magnetometric II Blueprint,,,0,0,0.01,0,1,,0,1,
11014,316,Command Processor I,,,0,0,5,0,1,,179664,1,779
16391,326,N-Type Adaptive Nano Membrane I,,,10,1,5,0,1,,100000,1,541
16397,326,Radioisotope Magnetic Membrane I,,,10,1,5,0,1,,75000,1,541
16395,326,Microcell Nanite Magnetic Membrane I,,,10,1,5,0,1,,75000,1,541
16399,326,N-Type Magnetic Membrane I,,,10,1,5,0,1,,75000,1,541
20731,83,Arch Angel Fusion L,,1303,1,1,0.025,0,100,,4000,1,987
17654,85,Lead Charge XL,,,10,0.5,0.125,0,100,,50000,1,504
20733,83,Arch Angel Phased Plasma L,,1305,1,1,0.025,0,100,,4000,1,987
20735,83,Arch Angel EMP L,,1302,1,1,0.025,0,100,,4000,1,987
20737,83,Arch Angel Carbonized Lead XL,,,10,1,0.125,0,100,,10000,1,1006
17655,167,Lead Charge XL Blueprint,,1328,0,0,0.01,0,1,,5000000,1,598
20739,83,Arch Angel Depleted Uranium XL,,,10,1,0.125,0,100,,10000,1,1006
29263,283,Geeral Tash-Murkon,,,0,90,1.5,0,1,,0,1,
17656,85,Plutonium Charge XL,,,10,0.5,0.125,0,100,,80000,1,504
20889,86,True Sanshas Ultraviolet L,,1141,1,1,1,0,1,,400000,1,995
25980,775,Large Energy Collision Accelerator I,,,100,200,20,0,1,,0,1,1227
25545,748,Hardwiring - Eifyr and Co. 'Alchemist' YA-1,,,1,0,1,0,1,,200000,1,1183
25544,268,Gas Cloud Harvesting,,,0,0,0.01,0,1,,24000000,1,369
25547,748,Hardwiring - Eifyr and Co. 'Alchemist' XA-1,,,1,0,1,0,1,,200000,1,1190
17657,167,Plutonium Charge XL Blueprint,,1329,0,0,0.01,0,1,,8000000,1,598
11012,106,Guardian-Vexor Blueprint,,62,0,0,0.01,0,1,,43775000,1,
179,83,Nuclear S,,1288,1,0.01,0.0025,0,100,,300,1,113
178,83,Carbonized Lead S,,1308,1,0.01,0.0025,0,100,,200,1,113
13287,745,Limited Cybernetic Subprocessor,,,1,0,1,0,1,,10000,1,621
13286,745,Limited Social Adaptation Chip,,,1,0,1,0,1,,10000,1,622
13285,745,Limited Neural Boost,,,1,0,1,0,1,,10000,1,620
13284,745,Limited Memory Augmentation,,,1,0,1,0,1,,10000,1,619
13283,745,Limited Ocular Filter,,,1,0,1,0,1,,10000,1,618
25548,748,Hardwiring - Eifyr and Co. 'Alchemist' XA-2,,,1,0,1,0,1,,200000,1,1190
17651,167,Iridium Charge XL Blueprint,,1326,0,0,0.01,0,1,,4000000,1,598
31162,787,Medium Hyperspatial Velocity Optimizer I Blueprint,,,0,0,0.01,0,1,,750000,1,1241
17652,85,Iron Charge XL,,,10,0.5,0.125,0,100,,20000,1,504
32444,524,Citadel Cruise Launcher I,,,0,0,4000,4.5,1,,46052412,1,777
17653,167,Iron Charge XL Blueprint,,1327,0,0,0.01,0,1,,2000000,1,598
11994,106,Cerberus Blueprint,,303,0,0,0.01,0,1,,0,1,455
21282,86,Dark Blood Xray M,,1140,1,1,1,0,1,,40000,1,996
21931,83,Republic Fleet Proton S,,1290,1,0.01,0.0025,0,100,,400,1,989
21280,86,Dark Blood Ultraviolet M,,1141,1,1,1,0,1,,40000,1,996
21933,83,Republic Fleet Proton XL,,,10,1,0.125,0,100,,40000,1,1006
21286,86,Dark Blood Multifrequency M,,1131,1,1,1,0,1,,40000,1,996
21935,83,Republic Fleet Titanium Sabot L,,1307,10,1,0.025,0,100,,6000,1,987
21284,86,Dark Blood Gamma M,,1139,1,1,1,0,1,,40000,1,996
21937,83,Republic Fleet Titanium Sabot M,,1299,1,1,0.0125,0,100,,2350,1,988
21939,83,Republic Fleet Titanium Sabot S,,1291,1,0.01,0.0025,0,100,,600,1,989
21288,86,Dark Blood Radio L,,1145,1,1,1,0,1,,400000,1,995
14164,71,Dark Blood Medium Energy Neutralizer,,,0,2000,5,0,1,,99840,1,
23512,639,Berserker TP-900,,2950,15,3000,25,0,1,2,40000,1,841
7218,289,Piercing ECCM Emitter I,,,0,0,5,0,1,2,7040,1,686
7219,289,Scattering ECCM Projector I,,,0,0,5,0,1,4,7040,1,686
22995,85,Federation Navy Plutonium Charge L,,1329,10,0.1,0.025,0,100,,10000,1,991
7217,289,Spot Pulsing ECCM I,,,0,0,5,0,1,1,7040,1,686
6217,203,Emergency Gravimetric Scanners,,,0,0,5,0,1,2,4398,1,
6216,203,Emergency LADAR Scanners,,,0,0,5,0,1,2,2350,1,721
12225,67,Large Energy Transfer Array I,,,1000,1000,50,0,1,,163112,1,697
12222,147,Medium Energy Transfer Array II Blueprint,,,0,0,0.01,0,1,,0,1,
6212,203,Reserve RADAR Scanners,,,0,0,5,0,1,2,2350,1,722
12220,147,Capital Energy Transfer Array I Blueprint,,,0,0,0.01,0,1,,26773840,1,329
12221,67,Medium Energy Transfer Array II,,,1000,1000,5,0,1,,285132,1,696
6218,203,Protected Gravimetric Backup Cluster I,,,0,0,5,0,1,4,4398,1,720
15708,348,Imperial Navy Armor Kinetic Hardener Blueprint,,,0,0,0.01,0,1,,0,1,
15709,328,Imperial Navy Armor Explosive Hardener,,,10,1,5,0,1,,350000,1,
15878,148,Ammatar Navy Medium Nosferatu Blueprint,,,0,0,0.01,0,1,,0,1,
15879,68,Ammatar Navy Heavy Nosferatu,,,0,1000,5,0,1,,987600,1,
6811,53,Focused Anode Pulse Particle Stream I,,11115,0,1,10,1,1,8,25888,1,572
15877,68,Ammatar Navy Medium Nosferatu,,,0,1000,5,0,1,,197520,1,
15702,163,Republic Fleet Magnetic Plating Blueprint,,,0,0,0.01,0,1,,0,1,
15703,98,Republic Fleet Adaptive Nano Plating,,,10,1,5,0,1,,7468,1,
15704,163,Republic Fleet Adaptive Nano Plating Blueprint,,,0,0,0.01,0,1,,0,1,
15705,328,Imperial Navy Armor Thermic Hardener,,,10,1,5,0,1,,250000,1,
15706,348,Imperial Navy Armor Thermic Hardener Blueprint,,,0,0,0.01,0,1,,0,1,
15707,328,Imperial Navy Armor Kinetic Hardener,,,10,1,5,0,1,,300000,1,
19766,272,Signal Suppression,,,0,0,0.01,0,1,,800000,1,367
9750,72,Micro 'Notos' Explosive Charge I,,2035,1000,100,2.5,0,1,8,8560,1,380
21426,85,Dread Guristas Uranium Charge L,,1332,10,0.1,0.025,0,100,,10000,1,991
18935,328,Centus X-Type Armor EM Hardener,,,10,1,5,0,1,,200000,1,
21424,85,Dread Guristas Thorium Charge L,,1330,10,0.1,0.025,0,100,,10000,1,991
18937,328,Corpus X-Type Armor Explosive Hardener,,,10,1,5,0,1,,350000,1,
21422,85,Dread Guristas Lead Charge L,,1328,10,0.1,0.025,0,100,,10000,1,991
18931,328,Centus A-Type Armor EM Hardener,,,10,1,5,0,1,,200000,1,
21420,85,Dread Guristas Iridium Charge L,,1326,10,0.1,0.025,0,100,,10000,1,991
18933,328,Corpus X-Type Armor EM Hardener,,,10,1,5,0,1,,200000,1,
