"stationID","security","dockingCostPerVolume","maxShipVolumeDockable","officeRentalCost","operationID","stationTypeID","corporationID","solarSystemID","constellationID","regionID","stationName","x","y","z","reprocessingEfficiency","reprocessingStationsTake","reprocessingHangarFlag"
"60000241","500","0.0","50000000.0","10000","26","1531","1000002","30004099","20000599","10000052","Sonama VI - Moon 12 - CBD Corporation Storage","1482512424960.0","107945533440.0","-172335390720.0","0.5","0.05","4"
"60000244","500","0.0","50000000.0","10000","26","1531","1000002","30004102","20000599","10000052","Inis-Ilix IV - Moon 1 - CBD Corporation Storage","291853393920.0","24834478080.0","54901678080.0","0.5","0.05","4"
"60000247","500","0.0","50000000.0","10000","26","1531","1000002","30004099","20000599","10000052","Sonama VII - Moon 5 - CBD Corporation Storage","-1657478553600.0","-120685240320.0","-2315270676480.0","0.5","0.05","4"
"60000250","500","0.0","50000000.0","10000","26","1531","1000002","30004103","20000599","10000052","Kothe X - Moon 6 - CBD Corporation Storage","1962966097920.0","-281786818560.0","3091163504640.0","0.5","0.05","4"
"60000253","500","0.0","50000000.0","10000","26","1531","1000002","30004101","20000599","10000052","Suner VII - Moon 16 - CBD Corporation Storage","2181223096320.0","-11047772160.0","1756483215360.0","0.5","0.05","4"
"60000256","500","0.0","50000000.0","10000","26","1531","1000002","30001399","20000205","10000016","Elonaya X - Moon 22 - CBD Corporation Storage","743151820800.0","93873070080.0","-864016097280.0","0.5","0.05","4"
"60000259","500","0.0","50000000.0","10000","26","1531","1000002","30001401","20000205","10000016","Nonni VI - CBD Corporation Storage","-845254287360.0","132293713920.0","213408276480.0","0.5","0.05","4"
"60000262","500","0.0","50000000.0","10000","26","1531","1000002","30001401","20000205","10000016","Nonni IV - CBD Corporation Storage","184683847680.0","-28905431040.0","-206017781760.0","0.5","0.05","4"
"60000265","500","0.0","50000000.0","10000","26","1531","1000002","30001403","20000205","10000016","Piak II - Moon 3 - CBD Corporation Storage","194210734080.0","33575854080.0","-560669122560.0","0.5","0.05","4"
"60000268","500","0.0","50000000.0","10000","26","1531","1000002","30001401","20000205","10000016","Nonni III - CBD Corporation Storage","148531077120.0","-23244840960.0","175728107520.0","0.5","0.05","4"
"60000271","500","0.0","50000000.0","10000","26","1531","1000002","30001399","20000205","10000016","Elonaya X - Moon 11 - CBD Corporation Storage","751583846400.0","94938193920.0","-871651368960.0","0.5","0.05","4"
"60000274","500","0.0","50000000.0","10000","26","1531","1000003","30000149","20000021","10000002","Gekutami V - Moon 1 - Prompt Delivery Storage","489281249280.0","-41618104320.0","-197582069760.0","0.5","0.05","4"
"60000277","500","0.0","50000000.0","10000","26","1531","1000003","30000148","20000021","10000002","Jakanerva III - Moon 15 - Prompt Delivery Storage","165632286720.0","2771804160.0","-2455331266560.0","0.5","0.05","4"
"60000280","500","0.0","50000000.0","10000","26","1531","1000003","30000149","20000021","10000002","Gekutami VII - Moon 3 - Prompt Delivery Storage","-1049566863360.0","89275637760.0","-799236218880.0","0.5","0.05","4"
"60000283","500","0.0","50000000.0","10000","26","1531","1000003","30000120","20000017","10000002","Mitsolen IV - Moon 9 - Prompt Delivery Storage","178045624320.0","30796800000.0","224824320000.0","0.5","0.05","4"
"60000286","500","0.0","50000000.0","10000","26","1531","1000003","30000121","20000017","10000002","Jatate III - Moon 10 - Prompt Delivery Storage","-105431162880.0","-3500236800.0","359860346880.0","0.5","0.05","4"
"60000289","500","0.0","50000000.0","10000","26","1531","1000003","30000121","20000017","10000002","Jatate IV - Moon 17 - Prompt Delivery Storage","2091547238400.0","69442068480.0","1625949265920.0","0.5","0.05","4"
"60000292","500","0.0","50000000.0","10000","26","1531","1000003","30000126","20000018","10000002","Geras IX - Moon 7 - Prompt Delivery Storage","119167426560.0","-2177310720.0","1321293864960.0","0.5","0.05","4"
"60000295","500","0.0","50000000.0","10000","26","1531","1000003","30000130","20000018","10000002","Shihuken VII - Moon 10 - Prompt Delivery Storage","671700541440.0","115793387520.0","92180520960.0","0.5","0.05","4"
"60000298","500","0.0","50000000.0","10000","26","1531","1000003","30000129","20000018","10000002","Unpas VIII - Moon 11 - Prompt Delivery Storage","747298775040.0","-54877839360.0","792041840640.0","0.5","0.05","4"
"60000301","500","0.0","50000000.0","10000","26","1531","1000003","30000188","20000027","10000002","Hentogaira III - Moon 6 - Prompt Delivery Storage","135881318400.0","-11557969920.0","4912466288640.0","0.5","0.05","4"
"60000304","500","0.0","50000000.0","10000","26","1531","1000003","30000188","20000027","10000002","Hentogaira IV - Prompt Delivery Storage","-2636976906240.0","224297902080.0","6739993190400.0","0.5","0.05","4"
"60000307","500","0.0","50000000.0","10000","26","1531","1000003","30000189","20000027","10000002","Kiainti IX - Moon 8 - Prompt Delivery Storage","-978305064960.0","5481308160.0","1613778984960.0","0.5","0.05","4"
"60000310","500","0.0","50000000.0","10000","26","1531","1000004","30001399","20000205","10000016","Elonaya X - Moon 21 - Ytiri Storage","755622666240.0","95448145920.0","-864233840640.0","0.5","0.05","4"
"60000313","500","0.0","50000000.0","10000","26","1531","1000004","30001403","20000205","10000016","Piak IV - Moon 22 - Ytiri Storage","5196201861120.0","898333532160.0","-956387696640.0","0.5","0.05","4"
"60000316","500","0.0","50000000.0","10000","26","1531","1000004","30001403","20000205","10000016","Piak III - Moon 19 - Ytiri Storage","1154160844800.0","199537582080.0","1007643156480.0","0.5","0.05","4"
"60000319","500","0.0","50000000.0","10000","26","1531","1000004","30001398","20000205","10000016","Aunenen VII - Moon 1 - Ytiri Storage","2181402255360.0","-77584834560.0","3598985502720.0","0.5","0.05","4"
"60000322","500","0.0","50000000.0","10000","26","1531","1000004","30002744","20000402","10000033","Auviken V - Moon 6 - Ytiri Storage","-137194414080.0","11895644160.0","492371927040.0","0.5","0.05","4"
"60000325","500","0.0","50000000.0","10000","26","1531","1000004","30002746","20000402","10000033","Oijamon III - Moon 12 - Ytiri Storage","-33992171520.0","-4781629440.0","-317873725440.0","0.5","0.05","4"
"60000328","500","0.0","50000000.0","10000","26","1531","1000004","30002748","20000402","10000033","Jeras VII - Moon 15 - Ytiri Storage","463732531200.0","18269921280.0","-2061786931200.0","0.5","0.05","4"
"60000331","500","0.0","50000000.0","10000","26","1531","1000004","30002748","20000402","10000033","Jeras VII - Moon 1 - Ytiri Storage","468034805760.0","18439987200.0","-2060124364800.0","0.5","0.05","4"
"60000334","500","0.0","50000000.0","10000","26","1531","1000004","30001386","20000203","10000016","Saatuban IX - Moon 1 - Ytiri Storage","-2252240117760.0","-402493808640.0","-929487298560.0","0.5","0.05","4"
"60000337","500","0.0","50000000.0","10000","26","1531","1000004","30001387","20000203","10000016","Isikano VIII - Moon 7 - Ytiri Storage","-935873126400.0","-184380088320.0","-723415080960.0","0.5","0.05","4"
"60000340","500","0.0","50000000.0","10000","26","1531","1000004","30001391","20000203","10000016","Piekura VII - Moon 1 - Ytiri Storage","-589528965120.0","-49064878080.0","92128419840.0","0.5","0.05","4"
"60000343","500","0.0","50000000.0","10000","26","1531","1000004","30001387","20000203","10000016","Isikano VII - Moon 5 - Ytiri Storage","-557640376320.0","-109862952960.0","483256688640.0","0.5","0.05","4"
"60000346","500","0.0","50000000.0","10000","26","1531","1000004","30001370","20000200","10000016","Ouranienen IV - Ytiri Storage","464492175360.0","-86334382080.0","-123178721280.0","0.5","0.05","4"
"60000349","500","0.0","50000000.0","10000","26","1531","1000004","30001373","20000200","10000016","Raussinen X - Moon 3 - Ytiri Storage","-1408683417600.0","279308328960.0","-1113237872640.0","0.5","0.05","4"
"60000352","500","0.0","50000000.0","10000","26","1531","1000004","30001368","20000200","10000016","Uemisaisen VIII - Moon 10 - Ytiri Storage","-1619350364160.0","205073080320.0","2712686960640.0","0.5","0.05","4"
"60000355","500","0.0","50000000.0","10000","26","1531","1000004","30001372","20000200","10000016","Kino VII - Moon 13 - Ytiri Storage","632787148800.0","13068410880.0","1517070458880.0","0.5","0.05","4"
"60000358","500","0.0","50000000.0","10000","26","1531","1000004","30000144","20000020","10000002","Perimeter VI - Ytiri Storage","-501695569920.0","-33948426240.0","96983900160.0","0.5","0.05","4"
"60000361","500","0.0","50000000.0","10000","26","1531","1000004","30000142","20000020","10000002","Jita IV - Moon 6 - Ytiri Storage","-107072593920.0","-18704916480.0","436343562240.0","0.5","0.05","4"
"60000364","500","0.0","50000000.0","10000","26","1531","1000004","30000142","20000020","10000002","Jita V - Moon 14 - Ytiri Storage","-646276177920.0","-112899563520.0","-1120272752640.0","0.5","0.05","4"
"60000367","500","0.0","50000000.0","10000","26","1531","1000004","30000139","20000020","10000002","Urlen VII - Moon 8 - Ytiri Storage","-41902448640.0","-5467791360.0","-886119260160.0","0.5","0.05","4"
"60000370","500","0.0","50000000.0","10000","26","1531","1000004","30001379","20000201","10000016","Tunttaras IX - Moon 11 - Ytiri Storage","938824704000.0","21588664320.0","-968521113600.0","0.5","0.05","4"
"60000373","500","0.0","50000000.0","10000","26","1531","1000004","30001374","20000201","10000016","Iidoken VI - Moon 8 - Ytiri Storage","327832903680.0","-13150986240.0","456681431040.0","0.5","0.05","4"
"60000376","500","0.0","50000000.0","10000","26","1531","1000004","30001376","20000201","10000016","Nourvukaiken VII - Moon 18 - Ytiri Storage","1496727183360.0","-122642964480.0","-756384522240.0","0.5","0.05","4"
"60000379","500","0.0","50000000.0","10000","26","1531","1000004","30001375","20000201","10000016","Tsuguwa IV - Moon 15 - Ytiri Storage","1406767964160.0","165226045440.0","-987173560320.0","0.5","0.05","4"
"60000382","500","0.0","50000000.0","10000","26","1531","1000004","30000192","20000027","10000002","Otanuomi IV - Moon 5 - Ytiri Storage","333710008320.0","-19070361600.0","403623321600.0","0.5","0.05","4"
"60000385","500","0.0","50000000.0","10000","26","1531","1000004","30000193","20000027","10000002","Vouskiaho IV - Moon 1 - Ytiri Storage","-144515604480.0","-12105768960.0","-511341895680.0","0.5","0.05","4"
"60000388","500","0.0","50000000.0","10000","26","1531","1000004","30000193","20000027","10000002","Vouskiaho VI - Moon 14 - Ytiri Storage","1555675668480.0","130312396800.0","-888002764800.0","0.5","0.05","4"
"60000391","500","0.0","50000000.0","10000","26","1531","1000004","30000192","20000027","10000002","Otanuomi VI - Moon 9 - Ytiri Storage","-2314164510720.0","132243578880.0","1967015485440.0","0.5","0.05","4"
"60000394","500","0.0","50000000.0","10000","26","1531","1000004","30000138","20000019","10000002","Ikuchi VI - Moon 15 - Ytiri Storage","155218206720.0","10764410880.0","2114731499520.0","0.5","0.05","4"
"60000397","500","0.0","50000000.0","10000","26","1531","1000004","30000136","20000019","10000002","Ohmahailen IV - Moon 2 - Ytiri Storage","-321772462080.0","10344652800.0","-128695787520.0","0.5","0.05","4"
"60000400","500","0.0","50000000.0","10000","26","1531","1000004","30000133","20000019","10000002","Hirtamon VI - Moon 6 - Ytiri Storage","-178177105920.0","-5192785920.0","-732150128640.0","0.5","0.05","4"
"60000403","500","0.0","50000000.0","10000","26","1531","1000004","30000138","20000019","10000002","Ikuchi VI - Moon 6 - Ytiri Storage","144738263040.0","10037944320.0","2122403880960.0","0.5","0.05","4"
"60000406","500","0.0","50000000.0","10000","26","1531","1000004","30002766","20000405","10000033","Iivinen X - Moon 2 - Ytiri Storage","1707918090240.0","-286853160960.0","3549498531840.0","0.5","0.05","4"
"60000409","500","0.0","50000000.0","10000","26","1531","1000004","30002764","20000405","10000033","Hatakani VIII - Moon 17 - Ytiri Storage","-4668947619840.0","319051161600.0","-566826147840.0","0.5","0.05","4"
"60000412","500","0.0","50000000.0","10000","26","1531","1000004","30002764","20000405","10000033","Hatakani VIII - Moon 11 - Ytiri Storage","-4636084101120.0","316805652480.0","-516365475840.0","0.5","0.05","4"
"60000415","500","0.0","50000000.0","10000","26","1531","1000004","30002766","20000405","10000033","Iivinen VIII - Moon 8 - Ytiri Storage","1035607203840.0","-173935288320.0","311531397120.0","0.5","0.05","4"
"60000418","500","0.0","50000000.0","10000","26","1531","1000004","30002818","20000413","10000033","Oichiya VII - Moon 6 - Ytiri Storage","-3355132846080.0","634447994880.0","195194757120.0","0.5","0.05","4"
